key,name,description,icon,rarity,affinity,breed,shard_item,unique_command,habit_slot_1_key,habit_slot_1_name,habit_slot_2_key,habit_slot_2_name,habit_slot_3_key,habit_slot_3_name,habit_slot_4_key,habit_slot_4_name,habit_slot_5_key,habit_slot_5_name,habit_slot_6_key,habit_slot_6_name
dragon_nodedefender_spwn_wilddragon_warrior_charlie,Wild Warrior,"A thunderclap of wings and fury, this wild dragon barrels into foes with brute strength and physical dominance.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses Resolve (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonWarrior.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_wilddragon_warrior_01,habit_pve_spwn_wilddragon_warrior_slot1_01,Bloodfang Call,,,,,,,,,,
dragon_nodedefender_spwn_harrenhals_fallen_event_alpha,Harren's Fallen,"Harrenhal's ruin arrived in dragonfire, yet the tale does not end in ash. The chronicles whisper that Harren the Black’s slain host lingers still within its charred walls. Bound by oath and shadow, these fallen warriors are said to march at the slightest echo of war, forever guarding their lord’s cursed keep as if Aegon the Conqueror might descend once more.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""Inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.
 
Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HarrensFallen.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_harrenhals_fallen_event_01,,,,,,,,,,,,
dragon_nodedefender_spwn_harrenhals_fallen_event_beta,Harren's Fallen,"Harrenhal's ruin arrived in dragonfire, yet the tale does not end in ash. The chronicles whisper that Harren the Black’s slain host lingers still within its charred walls. Bound by oath and shadow, these fallen warriors are said to march at the slightest echo of war, forever guarding their lord’s cursed keep as if Aegon the Conqueror might descend once more.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""Inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.
 
Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HarrensFallen.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_harrenhals_fallen_event_01,,,,,,,,,,,,
dragon_nodedefender_spwn_harrenhals_fallen_event_charlie,Harren's Fallen,"Harrenhal's ruin arrived in dragonfire, yet the tale does not end in ash. The chronicles whisper that Harren the Black’s slain host lingers still within its charred walls. Bound by oath and shadow, these fallen warriors are said to march at the slightest echo of war, forever guarding their lord’s cursed keep as if Aegon the Conqueror might descend once more.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""Inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.
 
Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_HarrensFallen.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_harrenhals_fallen_event_01,,,,,,,,,,,,
dragon_nodedefender_spwn_white_stag_alpha,White Stag,SPWN_WHITE_STAG_ALPHA_DESC,Icon_Spwn_Thumb_WhiteStag.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_white_stag_01,,,,,,,,,,,,
dragon_nodedefender_spwn_white_stag_beta,White Stag,SPWN_WHITE_STAG_ALPHA_DESC,Icon_Spwn_Thumb_WhiteStag.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_white_stag_01,,,,,,,,,,,,
dragon_nodedefender_spwn_white_stag_charlie,White Stag,SPWN_WHITE_STAG_ALPHA_DESC,Icon_Spwn_Thumb_WhiteStag.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_white_stag_01,,,,,,,,,,,,
dragon_test__allstats_0_alpha,Dummy Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_uncommon,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_0_beta,Dummy Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_uncommon,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_0_gamma,Dummy Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_uncommon,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_20_alpha,Base_20 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_20_beta,Base_20 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_20_gamma,Base_20 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_50_alpha,Base_50 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_50_beta,Base_50 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_50_gamma,Base_50 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_70_alpha,Base_70 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_70_beta,Base_70 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_70_gamma,Base_70 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_80_alpha,Base_80 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_80_beta,Base_80 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_80_gamma,Base_80 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_90_alpha,Base_90 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_90_beta,Base_90 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_90_gamma,Base_90 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_alpha,Base_100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_beta,Base_100 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_gamma,Base_100 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_hunter_alpha,Base_100 Dragon Hunter Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_hunter,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_hunter_beta,Base_100 Dragon Hunter Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_hunter,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_sentinel_alpha,Base_100 Dragon Sentinel Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_sentinel,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_sentinel_beta,Base_100 Dragon Sentinel Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_sentinel,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_champion_alpha,Base_100 Dragon Champion Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_champion_beta,Base_100 Dragon Champion Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_50_alpha,Instincts_50 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_50_beta,Instincts_50 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_50_gamma,Instincts_50 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_100_alpha,Instincts_100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_100_beta,Instincts_100 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__instincts_100_gamma,Instincts_100 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_50_alpha,Intelligence_50 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_50_beta,Intelligence_50 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_50_gamma,Intelligence_50 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_100_alpha,Intelligence_100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_100_beta,Intelligence_100 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__intelligence_100_gamma,Intelligence_100 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_50_alpha,Strength_50 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_50_beta,Strength_50 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_50_gamma,Strength_50 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_100_alpha,Strength_100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_100_beta,Strength_100 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__strength_100_gamma,Strength_100 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__str_prog_alpha,Test Dragon STR Prog Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__str_prog_beta,Test Dragon STR Prog Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__str_prog_gamma,Test Dragon STR Prog Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__int_prog_alpha,Test Dragon INT Prog Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__int_prog_beta,Test Dragon INT Prog Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__int_prog_gamma,Test Dragon INT Prog Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__ins_prog_alpha,Test Dragon INS Prog Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__ins_prog_beta,Test Dragon INS Prog Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__ins_prog_gamma,Test Dragon INS Prog Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__spd_prog_alpha,Test Dragon SPD Prog Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__spd_prog_beta,Test Dragon SPD Prog Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__spd_prog_gamma,Test Dragon SPD Prog Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_aff_positive,Test Dragon Positive Affinity,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullpositive,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_aff_negative,Test Dragon Negative Affinity,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullnegative,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_50_alpha,Base 100 Speed 50 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_60_alpha,Base 100 Speed 60 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_70_alpha,Base 100 Speed 70 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_80_alpha,Base 100 Speed 80 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_90_alpha,Base 100 Speed 90 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__stats_100_speed_100_alpha,Base 100 Speed 100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_alpha__star_prog_1x,1xStarProg_100 Dragon Alpha,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_beta__star_prog_1x,1xStarProg_100 Dragon Beta,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test__allstats_100_gamma__star_prog_1x,1xStarProg_100 Dragon Gamma,,Icon_Dragon_Thumb_2.png,rarity_dragon_rare,affinity_testgym_fullneutral,breed_warrior,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_fast_str_ins_1,Rare Balance Dragon 1,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_slow_str_int_1,Rare Balance Dragon 2,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_med_int_ins_1,Rare Balance Dragon 3,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_fast_str_ins_5,Rare Balance Dragon 1 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_slow_str_int_5,Rare Balance Dragon 2 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_rare_med_int_ins_5,Rare Balance Dragon 3 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_rare,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_fast_str_ins_1,Epic Balance Dragon 1,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_slow_str_int_1,Epic Balance Dragon 2,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_med_int_ins_1,Epic Balance Dragon 3,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_fast_str_ins_5,Epic Balance Dragon 1 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_slow_str_int_5,Epic Balance Dragon 2 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_epic_med_int_ins_5,Epic Balance Dragon 3 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_epic,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_fast_str_ins_1,Legendary Balance Dragon 1,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_slow_str_int_1,Legendary Balance Dragon 2,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_med_int_ins_1,Legendary Balance Dragon 3,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_fast_str_ins_5,Legendary Balance Dragon 1 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_slow_str_int_5,Legendary Balance Dragon 2 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_med_int_ins_5,Legendary Balance Dragon 3 (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_fast_str_ins_1_alt_spd,Legendary Balance Dragon 1b,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_slow_str_int_1_alt_spd,Legendary Balance Dragon 2b,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_med_int_ins_1_alt_spd,Legendary Balance Dragon 3b,,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_fast_str_ins_5_alt_spd,Legendary Balance Dragon 1b (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_slow_str_int_5_alt_spd,Legendary Balance Dragon 2b (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
dragon_test_balance_legendary_med_int_ins_5_alt_spd,Legendary Balance Dragon 3b (w/ 10* Stats),,Icon_Dragon_Thumb_Caraxes.png,rarity_dragon_legendary,affinity_nodedefender_neutral,breed_champion,curr_Gold,,,,,,,,,,,,,
